id,data_inversa,dia_semana,horario,uf,br,km,municipio,causa_acidente,tipo_acidente,classificacao_acidente,fase_dia,sentido_via,condicao_metereologica,tipo_pista,tracado_via,uso_solo,pessoas,mortos,feridos_leves,feridos_graves,feridos,ilesos,ignorados,veiculos,latitude,longitude,regional,delegacia,uop
754549,25/02/2026,quarta-feira,07:45:00,MT,70.0,269,PRIMAVERA DO LESTE,Acessar a via sem observar a presença dos outros veículos,Colisão frontal,Com Vítimas Feridas,Pleno dia,Decrescente,Nublado,Simples,Reta,Não,5.0,0.0,3.0,0.0,3.0,1.0,0.0,5.0,"-15,537917","-54,19679",SPRF-MT,DEL05/MT,UOP01-DEL05-MT
754551,11/02/2026,quarta-feira,08:40:00,SC,101.0,163,TIJUCAS,Condutor deixou de manter distância do veículo da frente,Colisão traseira,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Múltipla,Reta,Não,2.0,0.0,1.0,0.0,1.0,1.0,0.0,2.0,"-27,2303297","-48,62906384",SPRF-SC,DEL04/SC,UOP03-DEL04-SC
754553,25/02/2026,quarta-feira,07:50:00,PE,101.0,"45,2",IGARASSU,Reação tardia ou ineficiente do condutor,Colisão traseira,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Dupla,Reta,Sim,4.0,0.0,0.0,1.0,1.0,2.0,0.0,4.0,"-7,865483","-34,907325",SPRF-PE,DEL01/PE,UOP02-DEL01-PE
754557,25/02/2026,quarta-feira,10:27:00,CE,116.0,60,CHOROZINHO,Mal súbito do condutor,Saída de leito carroçável,Com Vítimas Feridas,Pleno dia,Decrescente,Sol,Simples,Reta,Não,2.0,0.0,1.0,0.0,1.0,1.0,0.0,2.0,"-4,25629","-38,486483",SPRF-CE,DEL01/CE,UOP04-DEL01-CE
754563,25/02/2026,quarta-feira,10:30:00,SP,116.0,229,SAO PAULO,Condutor deixou de manter distância do veículo da frente,Colisão lateral mesmo sentido,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Múltipla,Reta,Sim,2.0,0.0,1.0,0.0,1.0,1.0,0.0,2.0,"-23,50778117","-46,57105636",SPRF-SP,DEL01/SP,UOP01-DEL01-SP
754565,25/02/2026,quarta-feira,10:43:00,PR,277.0,"67,5",SAO JOSE DOS PINHAIS,Manobra de mudança de faixa,Saída de leito carroçável,Com Vítimas Feridas,Pleno dia,Crescente,Nublado,Dupla,Reta,Sim,3.0,0.0,1.0,0.0,1.0,1.0,0.0,4.0,"-25,52357","-49,100813",SPRF-PR,DEL01/PR,UOP01-DEL01-PR
754566,25/02/2026,quarta-feira,11:00:00,PR,376.0,"594,8",ARAUCARIA,Ausência de reação do condutor,Colisão traseira,Com Vítimas Feridas,Pleno dia,Crescente,Nublado,Dupla,Reta,Sim,4.0,0.0,2.0,0.0,2.0,1.0,0.0,4.0,"-25,57336109","-49,38781232",SPRF-PR,DEL01/PR,UOP06-DEL01-PR
754567,25/02/2026,quarta-feira,08:40:00,MG,381.0,"287,7",ANTONIO DIAS,Mal súbito do condutor,Colisão traseira,Com Vítimas Feridas,Pleno dia,Crescente,Nublado,Dupla,Curva;Aclive;Viaduto,Não,4.0,0.0,2.0,0.0,2.0,1.0,0.0,3.0,"-19,64177917","-42,81756163",SPRF-MG,DEL03/MG,UOP02-DEL03-MG
754569,25/02/2026,quarta-feira,11:00:00,PB,230.0,12,CABEDELO,Retorno proibido,Colisão transversal,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Dupla,Desvio Temporário;Reta;Interseção de Vias;Em Obras,Sim,3.0,0.0,1.0,1.0,2.0,1.0,0.0,2.0,"-7,08238","-34,848818",SPRF-PB,DEL01-PB,UOP01-DEL01-PB
754576,25/02/2026,quarta-feira,07:30:00,MS,163.0,"777,5",COXIM,Reação tardia ou ineficiente do condutor,Saída de leito carroçável,Com Vítimas Feridas,Pleno dia,Decrescente,Chuva,Simples,Reta,Não,2.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,"-18,111067","-54,698263",SPRF-MS,DEL06/MS,UOP01-DEL06-MS
754577,25/02/2026,quarta-feira,12:30:00,SP,116.0,278,EMBU DAS ARTES,Manobra de mudança de faixa,Colisão traseira,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Dupla,Curva,Sim,2.0,0.0,1.0,0.0,1.0,1.0,0.0,2.0,"-23,638981","-46,8352747",SPRF-SP,DEL04/SP,UOP01-DEL04-SP
754580,25/02/2026,quarta-feira,10:50:00,PR,277.0,"37,5",MORRETES,Problema com o freio,Colisão lateral mesmo sentido,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Dupla,Em Obras;Reta,Não,4.0,0.0,1.0,1.0,2.0,1.0,0.0,6.0,"-25,57471113","-48,85019302",SPRF-PR,DEL01/PR,UOP05-DEL01-PR
754581,25/02/2026,quarta-feira,11:10:00,RS,285.0,"190,7",LAGOA VERMELHA,Reação tardia ou ineficiente do condutor,Saída de leito carroçável,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Simples,Curva,Não,2.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,"-28,261159","-51,4777",SPRF-RS,DEL08/RS,UOP05-DEL08-RS
754584,25/02/2026,quarta-feira,13:00:00,MG,40.0,610,CONGONHAS,Velocidade Incompatível,Tombamento,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Simples,Curva,Não,2.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,"-20,511531","-43,840567",SPRF-MG,DEL05/MG,UOP02-DEL05-MG
754586,25/02/2026,quarta-feira,07:00:00,SC,282.0,"451,6",PONTE SERRADA,Ausência de reação do condutor,Capotamento,Com Vítimas Feridas,Pleno dia,Decrescente,Nublado,Simples,Curva,Não,2.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,"-26,9209","-51,950935",SPRF-SC,DEL07/SC,UOP04-DEL07-SC
754587,03/02/2026,terça-feira,12:00:00,PR,376.0,"502,9",PONTA GROSSA,Demais falhas mecânicas ou elétricas,Colisão lateral sentido oposto,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Dupla,Reta;Declive,Não,4.0,0.0,0.0,1.0,1.0,2.0,0.0,7.0,"-25,2087749","-50,0646134",SPRF-PR,DEL03/PR,UOP03-DEL03-PR
754593,27/01/2026,terça-feira,14:30:00,PR,277.0,198,PALMEIRA,Demais falhas mecânicas ou elétricas,Colisão lateral sentido oposto,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Simples,Reta,Não,3.0,0.0,1.0,0.0,1.0,1.0,0.0,5.0,"-25,450977","-50,196807",SPRF-PR,DEL08/PR,UOP02-DEL08-PR
754594,25/02/2026,quarta-feira,14:00:00,GO,20.0,"222,7",POSSE,Velocidade Incompatível,Saída de leito carroçável,Com Vítimas Feridas,Pleno dia,Decrescente,Nublado,Simples,Declive;Reta,Não,3.0,0.0,1.0,0.0,1.0,2.0,0.0,2.0,"-14,174267","-46,328663",SPRF-DF,DEL02-DF,UOP03-DEL02-DF
754597,25/02/2026,quarta-feira,13:40:00,PR,116.0,32,CAMPINA GRANDE DO SUL,Velocidade Incompatível,Saída de leito carroçável,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Dupla,Curva,Não,2.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,"-25,10934091","-48,84348616",SPRF-PR,DEL01/PR,UOP02-DEL01-PR
754598,16/01/2026,sexta-feira,14:25:00,SC,282.0,620,IRACEMINHA,Condutor deixou de manter distância do veículo da frente,Colisão traseira,Sem Vítimas,Pleno dia,Decrescente,Chuva,Dupla,Reta,Não,2.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,"-26,78791218","-53,2926178",SPRF-SC,DEL07/SC,UOP02-DEL07-SC
754602,25/02/2026,quarta-feira,13:25:00,GO,60.0,383,RIO VERDE,Estacionar ou parar em local proibido,Colisão traseira,Com Vítimas Feridas,Pleno dia,Crescente,Nublado,Dupla,Declive;Reta,Sim,4.0,0.0,0.0,1.0,1.0,1.0,0.0,4.0,"-17,79494297","-50,91251705",SPRF-GO,DEL04/GO,UOP02-DEL04-GO
754604,25/02/2026,quarta-feira,12:30:00,MG,381.0,"876,6",ESTIVA,Velocidade Incompatível,Tombamento,Com Vítimas Feridas,Pleno dia,Decrescente,Garoa/Chuvisco,Dupla,Curva,Não,4.0,0.0,3.0,0.0,3.0,0.0,0.0,2.0,"-22,43685497","-45,98312527",SPRF-MG,DEL16/MG,UOP01-DEL16-MG
754605,25/02/2026,quarta-feira,14:55:00,RS,386.0,207,VICTOR GRAEFF,Pista esburacada,Saída de leito carroçável,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Simples,Reta,Não,2.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,"-28,516662","-52,634054",SPRF-RS,DEL04/RS,UOP03-DEL04-RS
754606,25/02/2026,quarta-feira,09:15:00,MG,116.0,"142,3",PONTO DOS VOLANTES,Reação tardia ou ineficiente do condutor,Tombamento,Com Vítimas Feridas,Pleno dia,Decrescente,Nublado,Simples,Declive;Curva,Não,2.0,0.0,1.0,0.0,1.0,0.0,0.0,14.0,"-16,787695","-41,481909",SPRF-MG,DEL11/MG,UOP02-DEL11-MG
754609,25/02/2026,quarta-feira,12:30:00,PA,316.0,34,SANTA IZABEL DO PARA,Reação tardia ou ineficiente do condutor,Saída de leito carroçável,Com Vítimas Feridas,Pleno dia,Decrescente,Chuva,Dupla,Reta,Sim,2.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,"-1,294312","-48,172428",SPRF-PA,DEL01/PA,UOP01-DEL01-PA
754619,25/02/2026,quarta-feira,16:00:00,SC,470.0,149,AGRONOMICA,Transitar na contramão,Colisão frontal,Com Vítimas Feridas,Pleno dia,Decrescente,Nublado,Simples,Reta,Não,3.0,0.0,0.0,1.0,1.0,1.0,0.0,3.0,"-27,27208224","-49,73358393",SPRF-SC,DEL04/SC,UOP02-DEL04-SC
754623,25/02/2026,quarta-feira,16:50:00,MG,365.0,601,UBERLANDIA,Velocidade Incompatível,Tombamento,Com Vítimas Feridas,Pleno dia,Crescente,Chuva,Simples,Declive,Não,2.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,"-18,888396","-48,119223",SPRF-MG,DEL15/MG,UOP01-DEL15-MG
754624,25/02/2026,quarta-feira,16:30:00,PI,316.0,2,TERESINA,Condutor desrespeitou a iluminação vermelha do semáforo,Colisão traseira,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Múltipla,Interseção de Vias,Sim,3.0,0.0,1.0,0.0,1.0,2.0,0.0,3.0,"-5,123326","-42,794996",SPRF-PI,DEL01-PI,UOP02-DEL01-PI
754628,25/02/2026,quarta-feira,15:40:00,RJ,393.0,297,BARRA MANSA,Retorno proibido,Colisão lateral mesmo sentido,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Simples,Reta,Sim,2.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,"-22,5360052","-44,1157",SPRF-RJ,DEL07/RJ,UOP02-DEL07-RJ
754637,25/02/2026,quarta-feira,17:10:00,BA,324.0,532,CONCEICAO DO JACUIPE,Carga excessiva e/ou mal acondicionada,Tombamento,Com Vítimas Feridas,Pleno dia,Decrescente,Nublado,Dupla,Reta,Não,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,"-12,35039129","-38,83585357",SPRF-BA,DEL11/BA,UOP02-DEL11-BA
754641,25/02/2026,quarta-feira,17:20:00,SC,480.0,"131,3",CHAPECO,Reação tardia ou ineficiente do condutor,Colisão traseira,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Dupla,Curva,Sim,6.0,0.0,0.0,1.0,1.0,5.0,0.0,2.0,"-27,05808656","-52,63626337",SPRF-SC,DEL07/SC,UOP01-DEL07-SC
754644,25/02/2026,quarta-feira,10:30:00,BA,101.0,455,ITACARE,Ausência de reação do condutor,Tombamento,Com Vítimas Feridas,Pleno dia,Decrescente,Sol,Simples,Curva;Declive,Não,2.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,"-14,402487","-39,322755",SPRF-BA,DEL05/BA,UOP01-DEL05-BA
754648,25/02/2026,quarta-feira,15:00:00,SP,116.0,65,GUARATINGUETA,Curva acentuada,Colisão com objeto,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Múltipla,Curva,Sim,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,"-22,82345209","-45,19316864",SPRF-SP,DEL08/SP,UOP01-DEL08-SP
754651,25/02/2026,quarta-feira,17:32:00,SC,101.0,"104,9",PENHA,Entrada inopinada do pedestre,Atropelamento de Pedestre,Com Vítimas Feridas,Pleno dia,Decrescente,Chuva,Dupla,Curva,Sim,3.0,0.0,1.0,0.0,1.0,1.0,0.0,3.0,"-26,80063463","-48,67882702",SPRF-SC,DEL03/SC,UOP02-DEL03-SC
754655,25/02/2026,quarta-feira,18:10:00,PE,232.0,135,CARUARU,Condutor deixou de manter distância do veículo da frente,Engavetamento,Com Vítimas Feridas,Plena Noite,Decrescente,Céu Claro,Dupla,Reta,Sim,4.0,0.0,1.0,0.0,1.0,3.0,0.0,4.0,"-8,30658267","-36,01730959",SPRF-PE,DEL02/PE,UOP03-DEL02-PE
754656,19/01/2026,segunda-feira,11:00:00,BA,101.0,"31,8",ESPLANADA,Curva acentuada,Tombamento,Com Vítimas Feridas,Pleno dia,Crescente,Nublado,Dupla,Declive;Curva,Não,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,"-11,74227412","-37,93841869",SPRF-SE,DEL02-SE,UOP03-DEL02-SE
754659,25/02/2026,quarta-feira,05:00:00,PI,135.0,166,BERTOLINIA,Reação tardia ou ineficiente do condutor,Saída de leito carroçável,Com Vítimas Feridas,Amanhecer,Decrescente,Nublado,Simples,Aclive;Curva,Não,2.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,"-7,943137","-43,823495",SPRF-PI,DEL03-PI,UOP01-DEL03-PI
754660,25/02/2026,quarta-feira,16:50:00,SC,101.0,90,BARRA VELHA,Reação tardia ou ineficiente do condutor,Engavetamento,Com Vítimas Feridas,Pleno dia,Crescente,Chuva,Múltipla,Reta,Sim,5.0,0.0,2.0,0.0,2.0,2.0,0.0,5.0,"-26,6702333","-48,69000882",SPRF-SC,DEL03/SC,UOP02-DEL03-SC
754664,25/02/2026,quarta-feira,19:29:00,SP,153.0,283,OCAUCU,Chuva,Colisão lateral sentido oposto,Sem Vítimas,Plena Noite,Crescente,Chuva,Simples,Reta,Não,2.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,"-22,52091808","-49,88930494",SPRF-SP,DEL07/SP,UOP02-DEL07-SP
754667,25/02/2026,quarta-feira,15:00:00,PI,316.0,274,SANTA CRUZ DOS MILAGRES,Ausência de reação do condutor,Tombamento,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Simples,Aclive,Não,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,-6,"-41,725242",SPRF-PI,DEL04-PI,UOP01-DEL04-PI
754670,25/02/2026,quarta-feira,17:20:00,BA,116.0,752,POCOES,Condutor deixou de manter distância do veículo da frente,Colisão traseira,Com Vítimas Feridas,Anoitecer,Crescente,Chuva,Simples,Reta,Não,2.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,"-14,54296198","-40,39521289",SPRF-BA,DEL08/BA,UOP02-DEL08-BA
754673,25/02/2026,quarta-feira,21:00:00,SC,282.0,"45,4",AGUAS MORNAS,Mal súbito do condutor,Saída de leito carroçável,Com Vítimas Feridas,Plena Noite,Decrescente,Garoa/Chuvisco,Simples,Curva,Não,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,"-27,72296064","-48,92981976",SPRF-SC,DEL01/SC,UOP03-DEL01-SC
754675,25/02/2026,quarta-feira,20:05:00,MG,381.0,"789,7",SAO GONCALO DO SAPUCAI,Reação tardia ou ineficiente do condutor,Colisão traseira,Com Vítimas Feridas,Plena Noite,Crescente,Nublado,Dupla,Reta,Não,2.0,0.0,1.0,0.0,1.0,1.0,0.0,2.0,"-21,8776153","-45,5424457",SPRF-MG,DEL16/MG,UOP02-DEL16-MG
754680,25/02/2026,quarta-feira,19:00:00,SC,470.0,"218,5",SAO CRISTOVAO DO SUL,Problema com o freio,Incêndio,Sem Vítimas,Plena Noite,Decrescente,Nublado,Simples,Reta,Não,2.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,"-27,3018098","-50,3015921",SPRF-SC,DEL05/SC,UOP03-DEL05-SC
754681,25/02/2026,quarta-feira,20:30:00,MG,50.0,109,UBERABA,Condutor Dormindo,Tombamento,Sem Vítimas,Plena Noite,Decrescente,Céu Claro,Dupla,Reta,Não,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,"-19,7031506","-47,9855242",SPRF-MG,DEL13/MG,UOP01-DEL13-MG
754682,25/02/2026,quarta-feira,20:53:00,MT,163.0,694,SORRISO,Ingestão de álcool pelo condutor,Tombamento,Sem Vítimas,Plena Noite,Decrescente,Nublado,Simples,Reta;Retorno Regulamentado,Não,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,"-13,02952833","-55,89822167",SPRF-MT,DEL06/MT,UOP01-DEL06-MT
754683,25/02/2026,quarta-feira,22:30:00,RS,101.0,"50,8",TERRA DE AREIA,Reação tardia ou ineficiente do condutor,Engavetamento,Com Vítimas Feridas,Plena Noite,Crescente,Céu Claro,Dupla,Reta,Não,4.0,0.0,1.0,0.0,1.0,2.0,0.0,5.0,"-29,614477","-50,091295",SPRF-RS,DEL03/RS,UOP02-DEL03-RS
754685,25/02/2026,quarta-feira,19:50:00,BA,242.0,214,ITABERABA,Demais falhas mecânicas ou elétricas,Incêndio,Sem Vítimas,Plena Noite,Decrescente,Ignorado,Simples,Reta,Não,3.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,"-12,52089","-40,16408",SPRF-BA,DEL06/BA,UOP02-DEL06-BA
754686,25/02/2026,quarta-feira,23:00:00,MG,381.0,0,BETIM,Ausência de reação do condutor,Tombamento,Com Vítimas Fatais,Plena Noite,Decrescente,Céu Claro,Dupla,Reta,Não,2.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,"-19,96559763","-44,15889502",SPRF-MG,DEL01/MG,UOP03-DEL01-MG
754687,25/02/2026,quarta-feira,16:30:00,AL,104.0,49,BRANQUINHA,Manobra de mudança de faixa,Colisão frontal,Com Vítimas Fatais,Pleno dia,Decrescente,Céu Claro,Simples,Reta,Não,2.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,"-9,24919216","-35,99636078",SPRF-AL,DEL01-AL,UOP02-DEL01-AL
754692,25/02/2026,quarta-feira,21:10:00,RS,101.0,"53,5",TERRA DE AREIA,Demais falhas mecânicas ou elétricas,Incêndio,Sem Vítimas,Plena Noite,Crescente,Nublado,Dupla,Curva,Não,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,"-29,636031","-50,102404",SPRF-RS,DEL03/RS,UOP02-DEL03-RS
754693,25/02/2026,quarta-feira,23:15:00,PE,232.0,"30,7",MORENO,Demais falhas mecânicas ou elétricas,Incêndio,Sem Vítimas,Plena Noite,Decrescente,Céu Claro,Dupla,Reta,Não,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,"-8,10568","-35,15977",SPRF-PE,DEL02/PE,UOP02-DEL02PE
754694,25/02/2026,quarta-feira,23:32:00,PE,232.0,"7,8",RECIFE,Ingestão de substâncias psicoativas pelo condutor,Colisão com objeto,Sem Vítimas,Plena Noite,Decrescente,Céu Claro,Dupla,Reta,Sim,2.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,"-8,07635043","-34,97135921",SPRF-PE,DEL01/PE,UOP01-DEL01-PE
754698,26/02/2026,quinta-feira,03:00:00,PR,116.0,8,CAMPINA GRANDE DO SUL,Chuva,Saída de leito carroçável,Com Vítimas Feridas,Plena Noite,Crescente,Chuva,Dupla,Curva,Não,3.0,0.0,1.0,0.0,1.0,1.0,0.0,2.0,"-25,08092895","-48,62355407",SPRF-PR,DEL01/PR,UOP02-DEL01-PR
754699,25/02/2026,quarta-feira,07:17:00,GO,60.0,385,RIO VERDE,Reação tardia ou ineficiente do condutor,Engavetamento,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Dupla,Aclive;Reta,Não,5.0,0.0,1.0,0.0,1.0,4.0,0.0,5.0,"-17,81019969","-50,92714548",SPRF-GO,DEL04/GO,UOP02-DEL04-GO
754702,26/02/2026,quinta-feira,03:35:00,PR,376.0,"658,9",TIJUCAS DO SUL,Condutor deixou de manter distância do veículo da frente,Colisão traseira,Sem Vítimas,Plena Noite,Decrescente,Nublado,Simples,Curva,Não,2.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,"-25,846333","-49,003965",SPRF-PR,DEL01/PR,UOP04-DEL01-PR
754703,26/02/2026,quinta-feira,03:30:00,MG,40.0,"590,4",OURO PRETO,Ausência de reação do condutor,Saída de leito carroçável,Com Vítimas Fatais,Plena Noite,Crescente,Nevoeiro/Neblina,Simples,Reta;Aclive,Não,2.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,"-20,41223648","-43,89586544",SPRF-MG,DEL01/MG,UOP02-DEL01-MG
754710,26/02/2026,quinta-feira,06:00:00,MG,381.0,934,EXTREMA,Ausência de reação do condutor,Colisão com objeto,Com Vítimas Feridas,Pleno dia,Crescente,Nublado,Dupla,Aclive;Reta,Não,2.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,"-22,7995465","-46,2604643",SPRF-MG,DEL16/MG,UOP03-DEL16-MG
754711,26/02/2026,quinta-feira,06:45:00,PR,277.0,"66,5",SAO JOSE DOS PINHAIS,Ausência de reação do condutor,Colisão traseira,Com Vítimas Feridas,Pleno dia,Decrescente,Nublado,Dupla,Reta;Viaduto,Sim,3.0,0.0,1.0,0.0,1.0,1.0,0.0,3.0,"-25,52591902","-49,09605181",SPRF-PR,DEL01/PR,UOP01-DEL01-PR
754716,26/02/2026,quinta-feira,05:30:00,PR,376.0,"402,3",TIBAGI,Reação tardia ou ineficiente do condutor,Colisão com objeto,Sem Vítimas,Amanhecer,Crescente,Céu Claro,Dupla,Aclive;Curva,Não,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,"-24,60266667","-50,66436111",SPRF-PR,DEL03/PR,UOP02-DEL03-PR
754732,26/02/2026,quinta-feira,07:35:00,PR,277.0,"76,5",SAO JOSE DOS PINHAIS,Trafegar com motocicleta (ou similar) entre as faixas,Colisão traseira,Com Vítimas Feridas,Pleno dia,Crescente,Nublado,Dupla,Reta,Sim,3.0,0.0,0.0,1.0,1.0,2.0,0.0,2.0,"-25,486026","-49,184917",SPRF-PR,DEL01/PR,UOP08-DEL01-PR
754735,26/02/2026,quinta-feira,07:20:00,RS,293.0,121,PINHEIRO MACHADO,Objeto estático sobre o leito carroçável,Colisão traseira,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Simples,Aclive;Reta,Não,3.0,0.0,0.0,1.0,1.0,1.0,0.0,3.0,"-31,54803206","-53,43181103",SPRF-RS,DEL11/RS,UOP03-DEL11-RS
754736,26/02/2026,quinta-feira,08:40:00,ES,101.0,164,LINHARES,Transitar na contramão,Colisão frontal,Com Vítimas Fatais,Pleno dia,Crescente,Céu Claro,Simples,Reta,Não,4.0,1.0,0.0,0.0,0.0,2.0,0.0,3.0,"-19,51693763","-40,14219157",SPRF-ES,DEL04-ES,UOP01-DEL04-ES
754737,26/02/2026,quinta-feira,06:33:00,RO,319.0,137,PORTO VELHO,Estacionar ou parar em local proibido,Colisão traseira,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Simples,Reta,Não,3.0,0.0,1.0,0.0,1.0,1.0,0.0,3.0,"-8,740181","-63,916316",SPRF-RO,DEL01-RO,UOP01-DEL01-RO
754748,26/02/2026,quinta-feira,08:35:00,PR,373.0,269,PRUDENTOPOLIS,Transitar na contramão,Colisão lateral sentido oposto,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Simples,Declive;Reta,Sim,2.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,"-25,21424","-51,01073",SPRF-PR,DEL08/PR,UOP01-DEL08-PR
754749,17/02/2026,terça-feira,22:40:00,MG,40.0,803,JUIZ DE FORA,Ausência de reação do condutor,Colisão traseira,Com Vítimas Feridas,Plena Noite,Decrescente,Nublado,Dupla,Aclive;Curva,Não,4.0,0.0,3.0,0.0,3.0,1.0,0.0,2.0,"-21,82492754","-43,37472008",SPRF-MG,DEL05/MG,UOP01-DEL05-MG
754758,22/01/2026,quinta-feira,04:00:00,SC,101.0,35,JOINVILLE,Condutor Dormindo,Colisão traseira,Com Vítimas Feridas,Plena Noite,Decrescente,Nublado,Dupla,Reta,Não,3.0,0.0,1.0,0.0,1.0,1.0,0.0,3.0,"-26,27866754","-48,89153894",SPRF-SC,DEL03/SC,UOP01-DEL03-SC
754761,26/02/2026,quinta-feira,09:12:00,RO,364.0,699,PORTO VELHO,Reação tardia ou ineficiente do condutor,Colisão lateral mesmo sentido,Com Vítimas Feridas,Pleno dia,Decrescente,Garoa/Chuvisco,Dupla,Reta,Sim,4.0,0.0,0.0,1.0,1.0,2.0,0.0,5.0,"-8,800813","-63,76202",SPRF-RO,DEL01-RO,UOP01-DEL01-RO
754764,26/02/2026,quinta-feira,10:20:00,SP,116.0,426,REGISTRO,Velocidade Incompatível,Colisão traseira,Com Vítimas Feridas,Pleno dia,Crescente,Chuva,Dupla,Curva,Não,3.0,0.0,1.0,0.0,1.0,1.0,0.0,3.0,"-24,40190996","-47,73488564",SPRF-SP,DEL05/SP,UOP01-DEL05-SP
754765,19/02/2026,quinta-feira,03:00:00,RO,364.0,"184,6",PIMENTA BUENO,Falta de elemento de contenção que evite a saída do leito carroçável,Saída de leito carroçável,Com Vítimas Feridas,Plena Noite,Crescente,Ignorado,Simples,Curva,Não,2.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,"-11,73241981","-61,12453938",SPRF-RO,DEL02-RO,UOP02-DEL02-RO
754766,26/02/2026,quinta-feira,09:00:00,AL,416.0,"18,4",COLONIA LEOPOLDINA,Problema com o freio,Colisão com objeto,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Simples,Declive;Curva,Não,4.0,0.0,3.0,0.0,3.0,1.0,0.0,1.0,"-8,938325","-35,784558",SPRF-AL,DEL01-AL,UOP02-DEL01-AL
754775,26/02/2026,quinta-feira,11:35:00,RS,290.0,91,PORTO ALEGRE,Reação tardia ou ineficiente do condutor,Colisão com objeto,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Dupla,Curva,Sim,3.0,0.0,1.0,0.0,1.0,1.0,0.0,2.0,"-29,96928053","-51,16861241",SPRF-RS,DEL01/RS,UOP01-DEL01-RS
754777,26/02/2026,quinta-feira,11:00:00,SP,116.0,98,PINDAMONHANGABA,Velocidade Incompatível,Saída de leito carroçável,Com Vítimas Feridas,Pleno dia,Crescente,Nublado,Dupla,Reta,Não,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,"-22,97894993","-45,45770234",SPRF-SP,DEL08/SP,UOP01-DEL08-SP
754778,26/02/2026,quinta-feira,10:00:00,PI,222.0,"85,2",PIRIPIRI,Problema com o freio,Saída de leito carroçável,Sem Vítimas,Pleno dia,Decrescente,Céu Claro,Simples,Curva,Não,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,"-4,31520336","-41,7777441",SPRF-PI,DEL02-PI,UOP01-DEL02-PI
